AIHR;Yes;No;The Netherlands;Education & Social Services;861.6;112.6;6303372;655511;48;3;2016
Aulab;No;No;Italy;Education & Social Services;725.6;102.1;1624765;196788;27;3;2014
Cambridge Spark;No;No;UK;Education & Social Services;621.9;93.3;4960119;643237;43;6;2016
bestbion dx;Yes;No;Germany;Education & Social Services;486.3;80.3;29037000;4953000;34;21;2011
Tutlo;Yes;No;Poland;Education & Social Services;443.1;75.8;11574220;2278793;147;41;2016
intumind;Yes;Yes;Germany;Education & Social Services;441.7;75.6;10642865;1964689;16;12;2015
Tutos’Me;Yes;No;France;Education & Social Services;412.2;72.4;9842000;1921593;48;12;2015
Vennture;No;No;UK;Education & Social Services;397.8;70.8;2359908;443780;44;11;2013
Superprof;Yes;Yes;France;Education & Social Services;324.7;61.9;17369878;4090185;135;64;2013
Perspective;No;No;France;Education & Social Services;324.6;61.9;2009659;473314;19;7;2013
therapiezentrum.com;Yes;No;Germany;Education & Social Services;268.2;54.4;4735000;1286000;105;35;2017
Fluentify;No;No;Italy;Education & Social Services;261.9;53.5;2986000;825000;25;6;2014
Investmentpunk Academy;Yes;No;Austria;Education & Social Services;240.7;50.5;4006701;1176042;10;10;2016
Sa Formação;Yes;Yes;Portugal;Education & Social Services;233.0;49.3;5170521;1552835;61;33;2009
Blinklearning;No;No;Spain;Education & Social Services;211.1;46.0;10533090;3386239;78;62;2010
Hairmedic;Yes;No;Germany;Education & Social Services;182.3;41.3;5252000;1860561;38;10;2011
Dynamicom Education;Yes;No;Italy;Education & Social Services;178.9;40.8;12682674;4546703;24;7;2001
Time Vision;Yes;No;Italy;Education & Social Services;176.2;40.3;5168847;1871543;34;12;2012
osteocom.net;No;No;Italy;Education & Social Services;166.9;38.7;2432572;911435;22;13;2009
Micro-Medical;No;No;Germany;Electrical Manufacturing;5447.6;281.4;63326000;1141500;22;4;1984
Silla Industries;No;No;Italy;Electrical Manufacturing;1658.5;160.0;2410496;137073;25;2;2018
Lammertz-Elektrotechnik;No;No;Germany;Electrical Manufacturing;968.9;120.3;2764312;258613;31;8;2018
Lumosa;No;No;Germany;Electrical Manufacturing;413.8;72.6;7680639;1494790;20;6;2007
Grenton Smart Home;No;No;Poland;Electrical Manufacturing;385.1;69.3;2679347;590553;60;26;2010
Akku Vision;No;No;Germany;Electrical Manufacturing;380.8;68.8;10167270;2114773;20;4;2011
Fenecon;No;No;Germany;Electrical Manufacturing;295.0;58.1;24770163;6271324;75;31;2011
Versa Design;Yes;No;Spain;Electrical Manufacturing;279.1;55.9;11620161;3065185;92;27;2008
Smart Battery Solutions;Yes;No;Germany;Electrical Manufacturing;165.6;38.5;14599381;5496043;78;32;2010
Solid Personalservice;No;No;Germany;Employment Services;2873.3;209.8;12205426;410500;425;14;2014
Valumen;Yes;No;France;Employment Services;1587.0;156.5;7251979;429878;10;1;2014
Maïki;No;No;France;Employment Services;1457.9;149.8;4052243;260110;29;5;2017
Expertlead;No;No;Germany;Employment Services;994.2;122.0;16611414;1518146;89;17;2018
Portify;Yes;No;France;Employment Services;727.6;102.3;12972727;1567500;102;37;2017
Zen Educate;No;No;UK;Employment Services;689.6;99.1;9482083;1124272;92;22;2016
Kernel Global;No;No;UK;Employment Services;656.2;96.3;46315947;5734165;221;92;2018
Bruce;No;No;France;Employment Services;626.3;93.7;20178495;2778290;100;35;2016
Jobandtalent;Yes;Yes;Spain;Employment Services;617.7;92.9;979481750;136473820;2515;300;2009
Soorce;Yes;Yes;Germany;Employment Services;446.3;76.1;29776000;5450000;50;19;2004
La Régie;No;No;France;Employment Services;351.2;65.2;14153295;3136504;172;78;2016
Talentful;No;No;UK;Employment Services;333.4;63.0;23423691;5059316;257;74;2015
Gallas Group;Yes;No;Italy;Employment Services;290.4;57.5;6699072;1715947;110;39;2012
MHC;No;No;Germany;Employment Services;248.1;51.5;7216574;2073332;10;2;2018
Intelletec;No;No;UK;Employment Services;223.0;47.8;1693574;490864;7;4;2013
JR Service;No;No;Germany;Employment Services;208.9;45.6;6853600;2218400;115;58;2015
KBS Group;Yes;Yes;Germany;Employment Services;206.9;45.3;64520000;21020000;1800;750;2011
Orama Solutions;No;No;UK;Employment Services;201.0;44.4;2735007;850641;20;6;2015
Fawkes & Reece;No;No;UK;Employment Services;192.8;43.1;55975416;17894672;113;57;2001
comvaHRo;No;No;Germany;Employment Services;171.6;39.5;3142598;1156868;29;10;2016
Forsyth Barnes;No;No;UK;Employment Services;168.9;39.1;13118108;4567446;41;17;2016
Freelance.com;No;No;France;Employment Services;167.7;38.9;502574140;187710732;283;119;1991
Prium Group;No;No;France;Employment Services;166.9;38.7;36735908;13765056;818;314;2012
Active Energy Solutions;Yes;No;Greece;Energy & Utilities;2781.6;206.6;38568257;1338415;2;1;2014
Enpal;Yes;No;Germany;Energy & Utilities;2585.5;199.5;110000832;4096085;1383;70;2017
Tate;No;No;Italy;Energy & Utilities;2342.2;190.1;4667114;191103;13;2;2017
Voltaïca;No;No;France;Energy & Utilities;2015.5;176.6;7905513;373695;10;2;2008
Main Solution;No;No;Italy;Energy & Utilities;1836.7;168.5;33311395;1720000;45;7;2015
Feedgy;No;No;France;Energy & Utilities;1200.1;135.1;3273488;251784;20;9;2014
Columbus;No;No;Poland;Energy & Utilities;991.6;121.8;160926000;14741810;1231;124;2014
Suncity;No;No;Italy;Energy & Utilities;928.2;117.5;14405908;1401054;16;12;2012
Capitole Energie;No;No;France;Energy & Utilities;920.7;116.9;2244500;219897;11;3;2017
JL&P;Yes;No;France;Energy & Utilities;910.2;116.2;3142197;311038;30;8;2017
Solar Fast;No;No;UK;Energy & Utilities;830.4;110.3;9063340;911985;25;3;2006
O.T.E. Energia Rinnovabile;No;No;Italy;Energy & Utilities;819.0;109.5;3618322;393703;5;3;2015
Arcadia Italia;Yes;No;Italy;Energy & Utilities;709.7;100.8;9646696;1191389;9;2;2015
Acteam Enr;Yes;No;France;Energy & Utilities;613.1;92.5;7270403;1019544;10;3;2012
BPower energia;No;No;Italy;Energy & Utilities;612.6;92.4;6007856;843108;12;5;2011
CheTariffa.it;Yes;No;Italy;Energy & Utilities;574.8;89.0;2472232;366362;11;2;2013
Italtekno;No;No;Italy;Energy & Utilities;567.0;88.2;1575332;236179;8;3;2008
Enesco;No;No;Italy;Energy & Utilities;518.8;83.6;33415336;5399681;29;5;2013
save NRG;No;No;Italy;Energy & Utilities;499.5;81.7;5518832;920607;15;3;2015
Enerfin;No;No;Italy;Energy & Utilities;493.1;81.0;47787720;8057230;9;7;2014
InfinityHub;No;No;Italy;Energy & Utilities;492.7;81.0;4172264;704000;11;1;2016
Energetic Efficiency;Yes;No;Italy;Energy & Utilities;458.1;77.4;4238973;759541;22;7;2010
Marriott Drilling;No;No;UK;Energy & Utilities;440.5;75.5;49486410;8571214;279;64;1991
Bunker Partner;Yes;Yes;Estonia;Energy & Utilities;425.7;73.9;187748339;35716252;6;2;2015
EcoTek;No;No;Italy;Energy & Utilities;414.4;72.6;14224148;2764942;12;6;2006
Grenergy;No;No;Spain;Energy & Utilities;375.5;68.2;220154000;46300000;227;81;2007
Polarium Energy Solutions;Yes;Yes;Sweden;Energy & Utilities;375.2;68.1;108837782;23173977;97;32;2014
Cye Energia;Yes;Yes;Spain;Energy & Utilities;332.1;62.9;56222835;13012988;18;6;2013
uBroker;Yes;No;Italy;Energy & Utilities;327.5;62.3;77022544;18016192;47;17;2014
Svea Solar;Yes;No;Sweden;Energy & Utilities;320.6;61.4;99665486;23976748;603;134;2013
Tresun;No;No;Italy;Energy & Utilities;306.8;59.6;2274306;559083;50;10;2014
Aquaclim Service;No;No;France;Energy & Utilities;291.5;57.6;9517140;2431068;59;29;2009
Solsol;No;No;Czech Republic;Energy & Utilities;276.5;55.6;27202339;6993906;18;6;2012
DYM Resources;No;No;Germany;Energy & Utilities;276.1;55.5;54178527;14406881;8;6;2016
M.T. Energy;No;No;Italy;Energy & Utilities;258.0;53.0;10249000;2863169;190;60;2017
Westrafo;Yes;No;Italy;Energy & Utilities;248.6;51.6;26237644;7526977;77;22;2014
Libitec;No;No;Spain;Energy & Utilities;246.4;51.3;77522763;22379504;65;20;2005
L&B Partners;No;No;Italy;Energy & Utilities;245.8;51.2;19793305;5724173;2;3;2004
Eidf Solar;No;No;Spain;Energy & Utilities;216.4;46.8;41644162;13163853;83;34;2008
B1gas;Yes;Yes;Italy;Energy & Utilities;205.1;45.0;56861668;18635237;9;7;2010
Heron Energy;No;No;Greece;Energy & Utilities;201.8;44.5;1047867000;347223000;205;139;2001
Atlas Innovative Engineering;Yes;No;Spain;Energy & Utilities;200.3;44.3;3099588;1032147;16;11;2014
Conforthermic;No;No;France;Energy & Utilities;193.2;43.1;6236799;2127363;35;15;1992
Polarstern;Yes;No;Germany;Energy & Utilities;192.1;43.0;44843000;15350000;50;26;2011
Green Team;No;No;Italy;Energy & Utilities;191.1;42.8;3789481;1301788;4;2;2016
Global Procurement Group;No;No;UK;Energy & Utilities;180.7;41.1;98902202;32989232;645;285;2014
Stockholms Elbolag;Yes;No;Sweden;Energy & Utilities;180.2;41.0;47088135;17006998;43;14;2015
Standard Fuel Oils;No;No;UK;Energy & Utilities;178.1;40.6;205939961;69324299;38;24;2011
GS Service;Yes;No;Italy;Energy & Utilities;175.0;40.1;2852927;1037575;18;12;2013
Bluewater Bio;Yes;No;UK;Energy & Utilities;171.7;39.5;11687952;4027060;18;19;2007
ADREX Photovoltaikanlagen;No;No;Germany;Energy & Utilities;169.6;39.2;8557401;3174548;33;26;2011
Gruppo PLT Energia;No;No;Italy;Energy & Utilities;163.2;38.1;110304659;41901492;114;79;2011
IM-EL Osasio;No;No;Italy;Energy & Utilities;157.8;37.1;6039242;2342621;19;15;1982
Opéra Energie;Yes;Yes;France;Energy & Utilities;153.7;36.4;12867155;5072536;108;58;2014
arshmallow;No;No;UK;Fintech Financial Services & Insurance;43771.2;659.8;94346611;201333;220;8;2016
llimity Bank;No;No;Italy;Fintech Financial Services & Insurance;9251.2;353.9;271184000;2900000;725;138;2018
Aircash;No;No;Croatia;Fintech Financial Services & Insurance;6098.1;295.7;12132800;198634;21;4;2015
Payray Bank;No;No;Lithuania;Fintech Financial Services & Insurance;4947.4;269.6;5602600;111000;60;18;2018
Freemarket;No;No;UK;Fintech Financial Services & Insurance;1654.9;159.9;11105595;592443;51;17;2016
Blue Whale Growth Fund;Yes;No;UK;Fintech Financial Services & Insurance;1436.8;148.6;10457958;637067;10;5;2017
Pomelo;No;No;UK;Fintech Financial Services & Insurance;1418.3;147.6;3762981;232031;34;3;2017
Opyn;Yes;No;Italy;Fintech Financial Services & Insurance;1396.2;146.4;17224689;1151198;36;14;2012
Martingale Risk;No;No;Italy;Fintech Financial Services & Insurance;1331.0;142.8;2192308;153197;10;16;2009
Credimi;Yes;No;Italy;Fintech Financial Services & Insurance;1294.6;140.7;16256297;1165702;72;30;2015
Glenhawk;No;No;UK;Fintech Financial Services & Insurance;1063.4;126.6;11145074;896840;33;6;2017
Smart;No;No;UK;Fintech Financial Services & Insurance;867.8;113.1;34356588;3323585;622;201;2014
Moneybox;No;No;UK;Fintech Financial Services & Insurance;824.3;109.9;12076680;1223183;300;33;2015
Frankfurter Vermögen;No;No;Germany;Fintech Financial Services & Insurance;798.3;107.9;1858297;206858;14;3;2017
Lixi Invest;No;No;Estonia;Fintech Financial Services & Insurance;797.8;107.8;1595907;177757;12;2;2018
PensionBee;No;No;UK;Fintech Financial Services & Insurance;795.6;107.7;15173583;1586188;179;41;2014
OCI;Yes;No;UK;Fintech Financial Services & Insurance;692.1;99.3;1149768136;135889316;39;12;2012
Paysend;No;No;UK;Fintech Financial Services & Insurance;604.1;91.7;66902044;9436103;436;170;2017
Lightyear;No;No;UK;Fintech Financial Services & Insurance;586.9;90.1;2540181;346222;32;15;2017
Simply;Yes;No;UK;Fintech Financial Services & Insurance;558.1;87.4;40496581;5761176;110;62;2017
N26;No;No;Germany;Fintech Financial Services & Insurance;535.8;85.3;120375000;18932000;1500;700;2013
Credit Specialist;No;No;Italy;Fintech Financial Services & Insurance;438.8;75.3;1921820;356690;5;3;2015
Aventum;No;No;UK;Fintech Financial Services & Insurance;437.0;75.1;55277150;9636314;235;94;2005
Bomae;Yes;No;Denmark;Fintech Financial Services & Insurance;434.3;74.8;2861487;533460;29;8;2016
Sun Finance;Yes;Yes;Latvia;Fintech Financial Services & Insurance;429.6;74.3;193129401;36465439;941;227;2017
Ibanfirst;Yes;Yes;Belgium;Fintech Financial Services & Insurance;414.8;72.7;20195204;3922758;254;84;2013
Modulr;Yes;No;UK;Fintech Financial Services & Insurance;385.9;69.4;20407321;3932041;370;49;2015
Azzurro Associates;No;No;UK;Fintech Financial Services & Insurance;381.9;68.9;28622784;5560589;40;13;2017
Thought Machine;No;No;UK;Fintech Financial Services & Insurance;340.0;63.9;28616658;6088727;461;81;2017
Bumper;Yes;Yes;UK;Fintech Financial Services & Insurance;339.9;63.8;7072412;1505296;60;28;2014
Aquis Exchange;Yes;Yes;UK;Fintech Financial Services & Insurance;331.5;62.8;20444128;4435434;56;35;2012
Nethone;No;No;Poland;Fintech Financial Services & Insurance;328.8;62.5;2558703;638023;70;50;2016
TransferGo;No;No;UK;Fintech Financial Services & Insurance;324.3;61.9;25583454;5645315;235;91;2012
Zest Payments;No;No;Spain;Fintech Financial Services & Insurance;315.6;60.8;3900193;938352;27;9;2014
Fortris;No;No;Spain;Fintech Financial Services & Insurance;305.1;59.4;5890652;1454088;80;22;2017
Avamore Capital;Yes;No;UK;Fintech Financial Services & Insurance;297.8;58.4;7131714;1678568;27;15;2015
Stenn;Yes;No;UK;Fintech Financial Services & Insurance;292.9;57.8;49053377;12398673;100;49;2016
Aforti;No;No;Poland;Fintech Financial Services & Insurance;288.0;57.1;483695438;133272511;136;229;2009
Payment Assist;Yes;Yes;UK;Fintech Financial Services & Insurance;282.7;56.4;8517075;2083808;31;17;2013
Gohenry;Yes;Yes;UK;Fintech Financial Services & Insurance;268.1;54.4;36395050;9255602;264;98;2011
Zen’Up;No;No;France;Fintech Financial Services & Insurance;258.4;53.0;2861039;798331;12;10;2014
Latitude Investment Management;Yes;No;UK;Fintech Financial Services & Insurance;255.1;52.6;2514204;662931;9;5;2016
Nwai Brokerage House;No;No;Poland;Fintech Financial Services & Insurance;252.6;52.2;4301044;1304057;51;21;2007
Coeo;No;No;The Netherlands;Fintech Financial Services & Insurance;244.1;51.0;9701996;2819492;110;39;2009
Id Finance;Yes;Yes;Spain;Fintech Financial Services & Insurance;243.2;50.8;141967000;41363000;324;131;2015
WIT;No;No;Italy;Fintech Financial Services & Insurance;240.2;50.4;2313571;680138;9;5;2011
La Financière Responsable;No;No;France;Fintech Financial Services & Insurance;229.4;48.8;6987901;2121167;10;9;2007
Epassi;Yes;No;Finland;Fintech Financial Services & Insurance;224.9;48.1;289129750;88990171;134;33;2007
Landbay;Yes;Yes;UK;Fintech Financial Services & Insurance;223.9;48.0;16869260;4875844;125;59;2013
Monese;Yes;No;UK;Fintech Financial Services & Insurance;220.4;47.4;20908409;6109570;265;205;2013
La Financière d’Orion;No;No;France;Fintech Financial Services & Insurance;219.1;47.2;23912872;7493941;32;18;2009
Real Asset Partners;No;No;UK;Fintech Financial Services & Insurance;218.5;47.1;2178745;640488;4;9;2013
Kredias;No;No;Italy;Fintech Financial Services & Insurance;199.3;44.1;1948933;651167;13;6;2017
Ashler & Manson;No;No;France;Fintech Financial Services & Insurance;195.8;43.5;4496779;1520235;95;35;2011
Oaknorth Bank;No;Yes;UK;Fintech Financial Services & Insurance;193.3;43.1;209631743;66920644;500;150;2015
Capital On Tap;Yes;Yes;UK;Fintech Financial Services & Insurance;191.8;42.9;136413523;43759747;225;51;2012
Hellas Direct;Yes;Yes;Cyprus;Fintech Financial Services & Insurance;191.6;42.9;36742495;12601835;92;52;2011
Camco;No;No;UK;Fintech Financial Services & Insurance;191.3;42.8;4244396;1364127;31;12;2015
Modelio Equity;No;No;Sweden;Fintech Financial Services & Insurance;189.0;42.4;3844533;1345905;7;2;2016
CrowdProperty;Yes;Yes;UK;Fintech Financial Services & Insurance;186.0;41.9;4518294;1478950;45;18;2013
Qred;Yes;Yes;Sweden;Fintech Financial Services & Insurance;180.3;41.0;38696359;13971485;101;26;2015
Astella Investmentcenter Oberlausitz;No;No;Germany;Fintech Financial Services & Insurance;167.7;38.9;1890000;706000;4;4;2012
Hodeva;No;No;France;Fintech Financial Services & Insurance;167.7;38.8;2206226;824214;9;6;2010
Improveasy;Yes;Yes;UK;Fintech Financial Services & Insurance;165.8;38.5;37725827;13286361;60;20;2011
Var Capital;Yes;No;UK;Fintech Financial Services & Insurance;160.8;37.7;3383918;1214662;21;13;2014
Herrero Brigantina;Yes;Yes;Spain;Fintech Financial Services & Insurance;160.7;37.6;8703765;3339247;102;49;2012
blau direkt;No;No;Germany;Fintech Financial Services & Insurance;155.1;36.6;120862166;47386460;105;89;2000
Ooni Pizza Ovens;No;No;UK;Food & Beverages;1982.4;175.1;247455504;11124997;235;32;2012
Pinsalab;Yes;No;Italy;Food & Beverages;1270.7;139.3;9957010;726406;54;16;2015
Misfits Health;Yes;No;UK;Food & Beverages;1095.1;128.6;7568791;592896;23;5;2016
Bevcraft Group;Yes;No;Ireland;Food & Beverages;830.2;110.3;6457931;694270;24;8;2016
Star Seafood;No;No;Norway;Food & Beverages;748.0;103.9;121421048;14479365;10;4;2018
Citrusmade;No;No;Italy;Food & Beverages;481.6;79.8;10883460;1871190;14;2;2017
Carranco;Yes;No;Spain;Food & Beverages;454.1;77.0;7039975;1270626;7;6;2006
Gustavo Gusto;Yes;Yes;Germany;Food & Beverages;374.9;68.1;72866000;15344000;405;95;2016
HelloFresh;No;No;Germany;Food & Beverages;368.5;67.3;5993400000;1279200000;16413;4610;2011
M.K. Trading;No;No;Italy;Food & Beverages;339.7;63.8;5163730;1174454;1;1;2013
Gusti d’Italia;No;No;Italy;Food & Beverages;329.2;62.5;6316008;1471560;2;2;2009
Ultra Premium Direct;No;No;France;Food & Beverages;268.7;54.5;30598188;8298056;112;33;2013
Mister Free’D;No;No;UK;Food & Beverages;241.1;50.5;4084357;1120977;5;1;2016
Serre;Yes;No;Italy;Food & Beverages;213.6;46.4;15834957;5049234;18;6;1996
Ankerkraut;Yes;Yes;Germany;Food & Beverages;210.5;45.9;39132500;12604578;210;52;2013
Blu;No;No;Italy;Food & Beverages;186.1;42.0;40038000;13994000;8;2;2018
SLB Schöner Leben in und um Berlin;No;No;Germany;Food & Beverages;185.7;41.9;3995369;1398454;135;90;2014
Mulan Group;No;No;Italy;Food & Beverages;183.7;41.6;9036282;3184802;32;11;2007
Zia Lucia;Yes;Yes;UK;Food & Beverages;181.1;41.1;6798157;2264289;43;29;2016
Japcook;No;No;France;Food & Beverages;177.0;40.4;21412779;7730136;12;6;2014
Cru Wine;Yes;Yes;UK;Food & Beverages;174.2;40.0;9916813;3385561;16;3;2013
Worldwide Fishing Company;Yes;Yes;Spain;Food & Beverages;163.8;38.2;216211702;81971574;41;23;2016
Matsmart-Motatos;Yes;Yes;Sweden;Food & Beverages;163.5;38.1;70221761;26970532;184;106;2014
Fattidigrano;No;No;Italy;Food & Beverages;162.9;38.0;4254970;1618643;11;3;2017
Reparo;No;No;Italy;Food & Beverages;154.8;36.6;23767269;9326621;4;2;1999
0;Panificio Battacone;No;No;Italy;Food & Beverages;152.7;36.2;4148431;1641643;27;14;2017
Huma;No;No;UK;Health Care & Life Sciences;3474.7;229.4;6209592;162629;277;83;2011
Bug Bite Thing Europe;Yes;No;Denmark;Health Care & Life Sciences;1416.8;147.5;1896000;125000;4;1;1994
Telemedi;Yes;No;Poland;Health Care & Life Sciences;1060.8;126.4;5074971;467461;9;1;2014
Vascular;Yes;No;Hungary;Health Care & Life Sciences;986.2;121.5;91863337;9727237;51;25;2007
Kerecis;No;No;Iceland;Health Care & Life Sciences;636.5;94.6;25492874;3437657;196;59;2016
Ouihelp;Yes;No;France;Health Care & Life Sciences;581.8;89.6;5219053;765510;99;29;2016
Isoclean;No;No;Italy;Health Care & Life Sciences;560.7;87.6;7493866;1134291;355;79;2016
Consorzio Blu;No;No;Italy;Health Care & Life Sciences;495.8;81.3;57803933;9702670;106;71;2016
Emj;No;No;UK;Health Care & Life Sciences;274.8;55.3;11898050;2972061;78;28;2012
Gruppo Europeo di Ortodonzia;No;No;Italy;Health Care & Life Sciences;249.1;51.7;7688605;2202224;65;20;2013
Ames Centro Polidiagnostico Strumentale;Yes;Yes;Italy;Health Care & Life Sciences;217.4;47.0;46017686;14499748;108;73;1979
Archus;No;No;UK;Health Care & Life Sciences;208.9;45.6;10642781;3225933;73;22;2009
Physidia;Yes;Yes;France;Health Care & Life Sciences;205.6;45.1;22045126;7213854;59;39;2010
Era Esthetic;No;No;Lithuania;Health Care & Life Sciences;205.6;45.1;7681063;2513707;96;53;2008
Symprove;No;No;UK;Health Care & Life Sciences;181.3;41.2;15741914;5239767;48;22;2005
Iqoro;No;No;Sweden;Health Care & Life Sciences;167.3;38.8;2121554;803165;17;5;2012
IHP;No;No;France;Health Care & Life Sciences;166.3;38.6;29028715;10899806;105;30;1986
Veradent Clinic;No;No;Italy;Health Care & Life Sciences;160.4;37.6;2933810;1126502;13;8;2016
Biomaxima;No;No;Poland;Health Care & Life Sciences;156.4;36.9;17234185;7185350;104;105;2002
Proseniors;No;No;France;Health Care & Life Sciences;154.3;36.5;31071523;12219000;1265;434;2007
My Property Host;No;No;UK;Hospitality & Travel;2210.8;184.8;3887810;157509;17;1;2014
Salabam;No;No;Italy;Hospitality & Travel;2046.6;177.9;4914429;228944;15;7;2015
Tantosvago;No;No;Italy;Hospitality & Travel;1070.7;127.1;14128494;1206866;18;5;2014
Lovat Parks;No;No;UK;Hospitality & Travel;875.9;113.7;30065310;2884182;145;35;2017
BizAway;Yes;Yes;Italy;Hospitality & Travel;510.2;82.7;8107586;1328676;34;7;2015
Bioburger;No;No;France;Hospitality & Travel;274.3;55.3;10687680;2855208;235;65;2012
Nocnoc;Yes;No;France;Hospitality & Travel;250.9;52.0;3362795;958243;20;10;2016
ift & Go;No;No;UK;IT & Software;13032.6;408.3;17344060;123642;13;2;2017
Kahoot!;No;No;Norway;IT & Software;4602.0;260.9;80222300;1694386;422;55;2011
DOTX (Senso);No;No;Italy;IT & Software;4590.3;260.6;17757458;378596;27;4;2015
Carvertical;No;No;Lithuania;IT & Software;3306.3;224.2;17639219;517843;70;5;2018
Digital Horizon;No;No;Germany;IT & Software;2838.6;208.6;3558875;121107;7;1;2018
Scolution;Yes;No;Germany;IT & Software;2414.1;193.0;3020348;120134;21;4;2015
Regit;No;No;Germany;IT & Software;2407.6;192.7;5515497;219954;15;3;2013
Making Science;Yes;Yes;Spain;IT & Software;2342.5;190.1;110445174;4521872;781;150;2001
Xydus;No;No;UK;IT & Software;2052.8;178.2;14575416;633849;40;15;2012
Frameo;No;No;Denmark;IT & Software;2036.9;177.5;2939339;137022;14;3;2015
Babylon Cloud;No;No;Italy;IT & Software;2036.5;177.5;2305239;107899;32;7;2014
Ziflow;No;No;UK;IT & Software;1980.3;175.0;4301971;193598;62;18;2015
Visium;No;No;Switzerland;IT & Software;1860.9;169.7;3819924;179385;45;15;2018
Pysense;No;No;Poland;IT & Software;1839.4;168.7;4799390;264590;23;5;2017
Devōt;No;No;Croatia;IT & Software;1573.8;155.8;2608312;158128;13;7;2016
Appvia;No;No;UK;IT & Software;1564.1;155.3;10958011;616484;38;10;2018
Inspeerity;No;No;Poland;IT & Software;1448.9;149.3;3717615;256622;90;16;2018
Wave Studio;Yes;No;Romania;IT & Software;1400.1;146.6;6916341;490400;11;7;2014
Bitbag;No;No;Poland;IT & Software;1306.2;141.4;1992067;151460;60;7;2017
Samotics;No;No;The Netherlands;IT & Software;1305.0;141.3;1517665;108016;85;13;2015
RightNow;Yes;No;Germany;IT & Software;1199.7;135.1;20415500;1570800;59;8;2017
Appinio;Yes;No;Germany;IT & Software;1131.6;130.9;9034690;733595;127;12;2014
Remarkable;Yes;No;Norway;IT & Software;1125.6;130.6;266922432;22022679;229;58;2016
Taste;No;No;Italy;IT & Software;1017.8;123.6;2102406;188089;14;2;2016
iProov;Yes;No;UK;IT & Software;966.4;120.1;22615296;1985386;169;23;2011
Secustaff;No;No;Germany;IT & Software;929.8;117.6;4740755;460349;22;2;2018
Halo Service Solutions;Yes;No;UK;IT & Software;901.7;115.6;23837204;2227840;85;13;1994
Escola;No;No;Poland;IT & Software;891.2;114.8;2223301;239827;72;10;2017
Distributed;No;No;UK;IT & Software;836.0;110.7;4765085;476628;71;3;2017
InstaDeep;No;No;UK;IT & Software;806.6;108.5;13605424;1404958;165;61;2015
Apify;No;No;Czech Republic;IT & Software;798.9;107.9;4851223;535988;66;5;2017
Synerise;Yes;No;Poland;IT & Software;791.3;107.3;5544764;665123;140;65;2013
B2Digit;Yes;No;France;IT & Software;776.4;106.2;4345614;495834;30;4;2016
I’mprinting;No;No;Italy;IT & Software;768.2;105.5;11580776;1333839;19;2;2017
Abylon Consulting;Yes;No;Hungary;IT & Software;738.7;103.2;2145678;294245;16;3;2016
Plentific;No;No;UK;IT & Software;730.6;102.5;6061294;683178;223;35;2012
Oak Smart Technology;No;No;UK;IT & Software;730.5;102.5;27954468;3151212;11;5;2017
Rebeldot;No;No;Romania;IT & Software;725.8;102.1;4945106;636936;160;35;2018
Solidatus;No;No;UK;IT & Software;725.6;102.1;4835453;548301;85;21;2017
Contrader;Yes;Yes;Italy;IT & Software;719.5;101.6;10854129;1324451;57;13;2012
Soluxan;No;No;France;IT & Software;710.2;100.8;7898815;974952;88;23;2017
Tech City Teams;No;No;UK;IT & Software;660.9;96.7;1665727;204957;12;2;2007
Buutti Oy;No;No;Finland;IT & Software;657.5;96.4;5946000;785000;59;12;2017
Edu Group;No;No;Italy;IT & Software;656.1;96.3;30806768;4074472;3;1;2017
Centralnic Group;Yes;No;UK;IT & Software;633.2;94.3;360831142;48877063;788;141;2003
RoomRaccoon;Yes;No;The Netherlands;IT & Software;611.2;92.3;3058000;430000;62;14;2017
Applover;No;No;Poland;IT & Software;606.2;91.9;3087821;467530;100;20;2016
Templafy;Yes;Yes;Denmark;IT & Software;582.5;89.7;24626223;3583439;365;100;2014
Systeme.Io;Yes;No;Ireland;IT & Software;576.8;89.2;3678840;543560;60;20;2016
Digital Attitude;No;No;Italy;IT & Software;553.0;86.9;1880402;287962;13;3;2017
Dac.Digital;No;No;Poland;IT & Software;530.2;84.7;2217328;376201;69;17;2016
Leancode;No;No;Poland;IT & Software;528.3;84.5;1632498;277810;50;15;2016
Elevate agency;No;No;France;IT & Software;519.8;83.7;3410721;550323;60;5;2017
HeizOel24;No;No;Germany;IT & Software;516.4;83.4;13003004;2109550;15;10;2007
Innonation;No;No;Italy;IT & Software;508.2;82.5;1828298;300590;8;3;2014
Zebra Bi;No;No;Slovenia;IT & Software;489.2;80.6;3086696;523911;27;5;2014
Appwise;No;No;Belgium;IT & Software;475.9;79.2;6444387;1118977;66;15;2013
Spiideo;Yes;Yes;Sweden;IT & Software;474.7;79.1;5675994;999405;37;13;2012
Oxehealth;No;No;UK;IT & Software;463.4;77.9;2738931;455123;97;32;2012
Journi Print;Yes;No;Austria;IT & Software;460.8;77.7;7780506;1387460;28;16;2014
Hyntelo;No;No;Italy;IT & Software;460.4;77.6;6399432;1142014;34;3;2015
Luoto Company;Yes;No;Finland;IT & Software;454.7;77.0;19497446;3514905;65;18;2016
Xalient;Yes;No;UK;IT & Software;451.2;76.6;31266886;5311056;107;42;2015
Attest;Yes;No;UK;IT & Software;447.6;76.3;7448819;1273574;134;57;2015
Startup House;Yes;No;Poland;IT & Software;446.9;76.2;3816022;746023;105;35;2016
