Qapla;No;No;Italy;IT & Software;446.7;76.2;1560712;285470;39;14;2015
Spyrosoft;Yes;Yes;Poland;IT & Software;444.2;75.9;37792122;7425627;874;204;2016
billwerk;No;No;Germany;IT & Software;442.4;75.7;3368174;620925;65;15;2015
Matillion;No;No;UK;IT & Software;436.4;75.1;46246231;8562113;340;91;2011
ITP Nord;No;No;Germany;IT & Software;417.2;72.9;12620468;2440022;65;18;2014
ML6;No;No;Belgium;IT & Software;411.0;72.2;11556882;2261690;76;20;2013
LittleBig Connection;Yes;No;France;IT & Software;410.5;72.2;181266000;35511000;200;51;2013
Revolgy;No;No;Czech Republic;IT & Software;410.1;72.1;26667619;5059972;70;36;1996
FOD Mobility Group;Yes;Yes;UK;IT & Software;406.7;71.8;24806456;4583480;75;37;1992
Lukardi;No;No;Poland;IT & Software;399.4;70.9;4372066;936031;10;2;2015
Appsilon;No;No;Poland;IT & Software;397.8;70.7;3220577;691745;46;18;2013
Maen;No;No;Spain;IT & Software;387.7;69.6;2959862;606842;10;6;2008
Unit8;Yes;No;Switzerland;IT & Software;382.4;69.0;11481485;2191784;61;5;2017
Tecma Solutions;Yes;Yes;Italy;IT & Software;382.2;68.9;9948096;2063180;148;36;2012
Photoaid;No;No;Poland;IT & Software;377.0;68.3;3092059;693132;6;5;2012
Zoosh Digital;No;No;Ireland;IT & Software;370.7;67.6;4260000;905000;47;29;2016
IT Centric;No;No;Italy;IT & Software;368.3;67.3;7338527;1566934;27;14;2014
Peak;No;No;UK;IT & Software;368.3;67.3;8106279;1620699;245;64;2014
Bridewell;No;No;UK;IT & Software;367.0;67.2;16447804;3297132;144;24;2017
Remober;No;No;France;IT & Software;362.7;66.6;4925939;1064508;21;6;2017
ScaleHub;No;No;Germany;IT & Software;362.0;66.5;4167000;902000;25;15;2015
Vizion;Yes;Yes;UK;IT & Software;352.2;65.4;221361881;45830503;217;170;2008
Signaturit;Yes;Yes;Spain;IT & Software;347.8;64.8;7932435;1771328;94;53;2013
Studio Amica;No;No;Italy;IT & Software;346.7;64.7;2712163;607089;20;8;1999
Virta Global;Yes;Yes;Finland;IT & Software;345.9;64.6;18385275;4123019;116;50;2013
Cloudica;No;No;Poland;IT & Software;342.8;64.2;1548719;373979;19;12;2017
Hostinger;Yes;Yes;Lithuania;IT & Software;341.7;64.1;42362507;9590167;1003;177;2011
Intent HQ;Yes;No;UK;IT & Software;334.2;63.1;9228946;1989730;77;26;2010
Rouvy;Yes;No;Czech Republic;IT & Software;330.5;62.7;5075285;1141259;56;16;2013
Business Insights;No;No;Spain;IT & Software;327.4;62.3;1812359;424000;39;20;2017
ins-pi;No;No;Germany;IT & Software;325.7;62.1;2645700;621435;18;3;2015
Intigriti;No;No;Belgium;IT & Software;323.9;61.8;3767734;888867;68;8;2016
Singularity Digital Enterprise;No;No;Portugal;IT & Software;323.3;61.8;2690967;635726;46;25;2016
Complyadvantage;No;No;UK;IT & Software;318.0;61.1;29742127;6661798;322;119;2014
ITDS;Yes;Yes;Poland;IT & Software;316.2;60.9;13137458;3375166;270;65;2015
Infrastructure Services;No;No;France;IT & Software;309.0;59.9;1840994;450142;3;1;2015
Kryptovault;No;No;Norway;IT & Software;300.4;58.8;30651783;7741757;18;17;2017
VRMedia;No;No;Italy;IT & Software;298.6;58.6;1819183;456366;27;9;2002
Mia;Yes;Yes;Italy;IT & Software;295.2;58.1;9455534;2392769;104;30;2016
Mews;Yes;Yes;The Netherlands;IT & Software;295.0;58.1;34073000;8626000;339;155;2012
Awesome Software;No;No;Germany;IT & Software;293.7;57.9;7031132;1785824;31;12;2015
Deepki;No;No;France;IT & Software;291.3;57.6;11420694;2918883;122;53;2014
Wakala;No;No;Italy;IT & Software;290.7;57.5;5453166;1395700;60;24;2014
Syntio;Yes;No;Croatia;IT & Software;290.1;57.4;3463462;900932;52;10;2017
Invibes Advertising;Yes;No;Belgium;IT & Software;281.9;56.3;23201000;6075000;124;70;2011
negg;No;No;Italy;IT & Software;281.8;56.3;6957161;1822372;36;22;2013
Devensys Cybersecurity;Yes;No;France;IT & Software;278.7;55.9;4824550;1274100;33;13;2013
Sidea Group;Yes;Yes;Italy;IT & Software;276.4;55.6;4773286;1268068;86;14;2015
Web Geo Services;Yes;No;France;IT & Software;274.9;55.3;25842000;6893000;87;34;2009
Access Intelligence;No;No;UK;IT & Software;274.6;55.3;39615747;9900308;1000;100;1999
Vm.Pl;No;No;Poland;IT & Software;271.8;54.9;5037323;1448718;122;44;2004
Middleway;No;No;France;IT & Software;263.6;53.8;5715873;1572233;46;20;2013
Symbiose Informatique;Yes;No;France;IT & Software;262.5;53.6;41377058;11412875;32;29;1991
Scompler;No;No;Germany;IT & Software;261.3;53.4;3029187;838438;18;4;2014
Darktrace;No;No;UK;IT & Software;259.0;53.1;250604919;69324927;1600;618;2013
Mailtrack;Yes;Yes;Spain;IT & Software;256.7;52.8;4671810;1309595;28;11;2013
Tecknuovo;Yes;No;UK;IT & Software;255.3;52.6;36019108;9489789;29;14;2015
L’Atelier;Yes;No;France;IT & Software;250.4;51.9;5120164;1461226;50;18;2016
Be-Cloud;Yes;No;France;IT & Software;245.4;51.2;18693892;5411763;67;35;2012
Epidemic Sound;No;No;Sweden;IT & Software;245.4;51.2;78496922;22996231;439;278;2009
Speechmatics;Yes;Yes;UK;IT & Software;240.5;50.4;11342008;3118537;113;50;2006
Degoo;Yes;No;Sweden;IT & Software;236.2;49.8;1652593;497452;16;11;2012
Itfs;Yes;Yes;Poland;IT & Software;236.1;49.8;17458527;5554062;300;120;2012
Platform.SH;Yes;No;France;IT & Software;232.0;49.2;31553000;9505000;291;107;2010
Geva Group;No;No;Germany;IT & Software;230.4;48.9;7939974;2403059;47;22;2013
Openapi;No;No;Italy;IT & Software;230.4;48.9;4421132;1338152;14;12;2013
4K Analytics;No;No;Germany;IT & Software;225.2;48.2;3804951;1170146;35;15;2013
Cv Partner;No;No;Norway;IT & Software;224.8;48.1;2409576;750136;17;7;2012
Monsieur Guiz;No;No;France;IT & Software;222.5;47.7;4016287;1245270;45;15;2013
Tremend;Yes;No;Romania;IT & Software;221.1;47.5;29444861;9754316;515;235;2005
The Software House;No;No;Poland;IT & Software;217.6;47.0;11053820;3720927;224;121;2012
Atheneum;Yes;Yes;Germany;IT & Software;216.4;46.8;50507675;15960805;135;71;2010
vitero;No;No;Germany;IT & Software;216.2;46.8;7277893;2301786;46;31;2004
Monogrid;No;No;Italy;IT & Software;213.5;46.4;2411918;769442;19;2;2016
Opteamis;Yes;Yes;France;IT & Software;212.6;46.2;25911951;8289944;40;10;2005
Storpool;Yes;No;Bulgaria;IT & Software;211.2;46.0;4220715;1356458;32;22;2015
Northwave Intelligent Security Operations;No;Yes;The Netherlands;IT & Software;210.1;45.8;19864359;6406266;129;61;2006
Wikicasa;No;No;Italy;IT & Software;209.9;45.8;1795851;579570;24;1;2014
Merixstudio;No;No;Poland;IT & Software;208.9;45.6;9573913;3313467;231;77;1999
Syskit;No;No;Croatia;IT & Software;203.8;44.8;3042391;1016284;49;42;2009
Hostersi;No;No;Poland;IT & Software;202.2;44.6;5304353;1876453;42;28;2007
Buildo;No;No;Italy;IT & Software;202.1;44.6;4674291;1547517;20;12;2013
ccelera;No;No;Italy;IT & Software;200.2;44.3;12556289;4182525;124;49;2017
Ideamotive;No;No;Poland;IT & Software;197.3;43.8;1759338;632672;51;25;2014
AppUnite;Yes;Yes;Poland;IT & Software;197.0;43.7;6204108;2233203;139;71;2012
Virtuslab;Yes;Yes;Poland;IT & Software;196.0;43.6;16763388;6054178;297;128;2010
Imaginary Cloud;No;No;UK;IT & Software;193.3;43.1;3087700;1052809;73;22;2013
elderbrook solutions;No;No;Germany;IT & Software;190.8;42.7;18058063;6210462;34;18;2013
Wapsi;No;No;France;IT & Software;190.2;42.6;6891416;2374500;34;30;2014
Oxylabs;Yes;No;Lithuania;IT & Software;189.3;42.5;37789924;13061625;361;118;2015
Netguru;Yes;No;Poland;IT & Software;189.1;42.5;50575733;18705854;896;524;2008
Olympp;Yes;No;France;IT & Software;186.4;42.0;7935670;2770550;41;14;2016
Flazio.com;No;No;Italy;IT & Software;185.2;41.8;1561685;547580;17;9;2012
Precognox;No;No;Hungary;IT & Software;179.9;40.9;1702517;699508;34;27;2008
CyberIAM;Yes;No;UK;IT & Software;179.8;40.9;8344453;2791685;101;21;2017
Codete Global;No;No;Poland;IT & Software;179.7;40.9;11829986;4521690;212;111;2012
Nemesi Italia;Yes;No;Italy;IT & Software;177.7;40.6;1666584;600129;5;1;1993
ZOL;No;No;France;IT & Software;174.1;39.9;4200953;1532862;53;21;2005
Kickmaker;No;No;France;IT & Software;171.0;39.4;16919690;6242928;140;38;2016
Propulse It;Yes;Yes;France;IT & Software;169.6;39.2;9179131;3404335;2;2;2014
ingage IR;No;No;UK;IT & Software;169.2;39.1;1876238;652600;16;15;2013
84Codes.Com;Yes;Yes;Sweden;IT & Software;168.6;39.0;13682034;5154582;21;10;2012
allygatr;Yes;No;Germany;IT & Software;167.9;38.9;2048030;764614;22;5;2012
Brainhub;Yes;Yes;Poland;IT & Software;165.3;38.4;4049256;1631780;89;41;2016
Benefind;Yes;No;Italy;IT & Software;164.9;38.4;2541306;959293;50;22;2012
Telcoswitch Group;Yes;No;UK;IT & Software;162.6;38.0;11670413;4160889;50;30;2015
Enhancers;Yes;No;Italy;IT & Software;162.2;37.9;5119858;1952853;54;26;2011
Phase;No;No;Italy;IT & Software;159.1;37.3;2373270;915993;23;8;2014
Visualitics;Yes;No;Italy;IT & Software;153.9;36.4;2938300;1157119;20;3;2016
Exclaimer;No;No;UK;IT & Software;153.1;36.3;36932737;13658593;184;79;2001
Indy;No;No;France;Legal & Accounting Services;2357.4;190.7;4304346;175159;158;11;2016
Aiic Group;No;No;UK;Legal & Accounting Services;403.9;71.4;84893521;15772908;569;211;2015
Flex Legal;Yes;No;UK;Legal & Accounting Services;188.4;42.3;7973933;2588547;26;8;2016
ripledot Studios;No;No;UK;Leisure & Entertainment;71507.8;794.7;83062822;115197;172;18;2016
nkitt;No;No;Germany;Leisure & Entertainment;8141.5;335.2;11978636;144343;82;19;2014
Sportit;No;No;Italy;Leisure & Entertainment;1974.0;174.8;8975389;432754;28;4;2016
Cubicle 7 Entertainment;No;No;Ireland;Leisure & Entertainment;791.1;107.3;2380383;267138;14;7;2018
Reedsy;No;No;UK;Leisure & Entertainment;333.3;63.0;3316817;716646;42;18;2014
Legimi;Yes;No;Poland;Leisure & Entertainment;325.5;62.0;10464011;2629649;20;7;2009
Wiseband;No;No;France;Leisure & Entertainment;213.5;46.4;2478907;790811;12;7;2014
Freight2Fly;No;No;Germany;Logistics & Transportation;4909.7;268.6;5259213;104980;9;1;2018
United Shipping Hungaria;No;No;Hungary;Logistics & Transportation;1832.9;168.4;18744257;969746;24;3;2008
Paack;No;No;Spain;Logistics & Transportation;1580.9;156.2;88422305;5260539;533;44;2015
Skladon;Yes;No;Czech Republic;Logistics & Transportation;1416.2;147.5;4900940;312885;65;15;2015
Airmc International;No;No;Germany;Logistics & Transportation;1342.4;143.4;25253495;1750815;16;7;2004
Dodo;No;No;Czech Republic;Logistics & Transportation;985.4;121.4;25185101;2246070;105;20;2016
Zenfulfillment;No;No;Germany;Logistics & Transportation;955.3;119.3;13645000;1293000;19;7;2017
Wiechert Logistic;No;No;Germany;Logistics & Transportation;754.0;104.4;16352611;1914924;5;3;2012
SwipBox;Yes;No;Denmark;Logistics & Transportation;724.6;102.0;31338239;3785763;42;9;2014
Door To Deck Global Marine Logistics;No;No;Cyprus;Logistics & Transportation;714.9;101.2;4486409;550562;20;3;2017
Instafreight;No;No;Germany;Logistics & Transportation;651.6;95.9;58432672;7774900;198;70;2016
Marfreight;No;No;Italy;Logistics & Transportation;495.0;81.2;15452435;2597020;11;3;2014
Eushipments.Com;No;No;Bulgaria;Logistics & Transportation;486.9;80.4;3975807;677462;37;22;2012
Belships;No;No;Norway;Logistics & Transportation;433.8;74.8;571945049;106413741;154;130;1935
Brio Group;No;No;Italy;Logistics & Transportation;403.0;71.3;34423659;6843731;604;15;2006
Parcel Compare;Yes;No;UK;Logistics & Transportation;382.6;69.0;12566029;2437541;16;12;1998
Logipal24;Yes;Yes;Germany;Logistics & Transportation;360.2;66.3;6909103;1501414;80;27;2010
Edge Worldwide Logistics;No;No;UK;Logistics & Transportation;359.5;66.3;317097310;64603284;115;55;1990
Wehner Logistics;No;No;Germany;Logistics & Transportation;309.9;60.0;6636258;1618979;60;10;2008
Tower Cold Chain;No;No;UK;Logistics & Transportation;303.6;59.2;10746359;2493017;53;18;2012
Global Cargo Service;No;No;Germany;Logistics & Transportation;290.1;57.4;6939193;1778669;11;4;2015
HCL-Logistics;Yes;No;Germany;Logistics & Transportation;268.5;54.5;14085671;3822080;30;10;2017
Radovanovic - Express & Logistik;No;No;Germany;Logistics & Transportation;231.8;49.2;2097263;632032;8;8;1991
Team Work;No;No;Italy;Logistics & Transportation;223.2;47.8;34140215;10563622;1004;339;2015
Italy Car Rent;No;No;Italy;Logistics & Transportation;216.8;46.9;15279063;4822692;77;28;2010
Dream Sped Trans;No;No;Hungary;Logistics & Transportation;213.1;46.3;3380725;1241863;28;10;2004
Allways Logistics System;Yes;Yes;Italy;Logistics & Transportation;210.9;45.9;13026343;4190382;165;50;2012
Mint Italia;Yes;No;Italy;Logistics & Transportation;207.0;45.3;4127314;1344428;8;4;2015
Tservice;No;No;Italy;Logistics & Transportation;206.5;45.3;51458710;16790079;684;160;2008
Cargo Europe Department;No;No;Italy;Logistics & Transportation;204.1;44.9;6838252;2248669;6;9;2015
DW Trans;Yes;Yes;France;Logistics & Transportation;201.5;44.5;13643596;4525186;100;40;2012
Globkurier;No;No;Poland;Logistics & Transportation;200.4;44.3;6790738;2416802;29;18;2010
ITS International Transport Solution;No;No;Italy;Logistics & Transportation;198.1;43.9;15964656;5356348;12;4;2009
Sticker Transporte;No;No;Germany;Logistics & Transportation;196.5;43.7;11397883;3844688;120;65;2012
LMM Logistics;Yes;Yes;Italy;Logistics & Transportation;193.8;43.2;19116061;6505420;999;330;2015
Neolys;No;No;France;Logistics & Transportation;189.4;42.5;5908154;2041727;25;15;2007
Consense;No;No;Germany;Logistics & Transportation;188.9;42.4;11945000;4135000;22;16;2010
Freedom in Sales;No;No;Italy;Logistics & Transportation;181.9;41.3;12699189;4505149;4;6;2012
TMA Express;No;No;France;Logistics & Transportation;177.3;40.5;5156023;1859334;80;40;2013
Mapcargo Global Logistics;No;No;UK;Logistics & Transportation;175.4;40.2;86305781;29342043;90;75;1995
GTProject;No;No;Italy;Logistics & Transportation;170.0;39.2;13616963;5044029;70;22;2014
MM Operations;No;No;Italy;Logistics & Transportation;169.7;39.2;49805308;18467424;886;402;2015
La Rosa dei Venti;No;No;Italy;Logistics & Transportation;169.3;39.1;6155780;2286271;236;103;2012
Mission Mittelstand;No;No;Germany;Management Consulting;5301.1;278.0;15182401;281098;82;3;2014
Advantes Technologies;No;No;Lithuania;Management Consulting;1428.2;148.2;2116655;138510;16;4;2018
B.Conseil;No;No;France;Management Consulting;947.3;118.8;2089581;199514;18;3;2017
NexumStp;Yes;Yes;Italy;Management Consulting;853.0;112.0;42408834;4450000;538;204;2015
Fredward;No;No;UK;Management Consulting;645.2;95.3;4057118;509707;12;2;2016
Alirity;No;No;UK;Management Consulting;526.8;84.4;4153609;620440;14;1;2016
Pro Tempore;No;No;Sweden;Management Consulting;393.9;70.3;11054783;2264628;35;9;2018
Sipadan;Yes;No;Spain;Management Consulting;349.5;65.0;4312711;959522;46;31;2007
The Information Lab Italia;Yes;No;Italy;Management Consulting;323.3;61.8;6479632;1530866;43;9;2015
Grayce;Yes;No;UK;Management Consulting;322.5;61.7;36918449;8180112;615;150;2012
Logos Italia;No;No;Italy;Management Consulting;300.7;58.8;3150000;786102;30;12;2015
Mentors & Partners Group;Yes;No;Hungary;Management Consulting;287.5;57.1;2169295;643844;3;3;2010
Allcore;No;No;Italy;Management Consulting;279.4;56.0;26306432;6934282;71;9;2016
Studio Temporary Manager;No;No;Italy;Management Consulting;249.3;51.7;4734679;1355565;4;2;2012
LC&Partners;No;No;Italy;Management Consulting;243.9;50.9;5055652;1470283;19;12;2005
CMSPI;No;No;UK;Management Consulting;236.5;49.9;33387444;9852582;107;42;2011
Promotergroup;No;No;Italy;Management Consulting;226.1;48.3;2099689;643878;31;9;2014
Catalyx;Yes;Yes;Switzerland;Management Consulting;223.9;48.0;7491969;2129945;50;25;2013
SP architecte;Yes;No;France;Management Consulting;206.2;45.2;3412221;1114414;18;9;2009
Join Business Management Consulting;Yes;Yes;Italy;Management Consulting;198.7;44.0;11446306;3831762;60;34;2013
Atelier Gambetta;No;No;France;Management Consulting;195.6;43.5;2059661;696860;21;7;2015
Arpe Group;No;No;Italy;Management Consulting;177.4;40.5;3677342;1325809;9;8;2008
Blue Ocean Finance;No;No;Italy;Management Consulting;175.3;40.2;1550000;563000;12;6;2018
grandega;No;No;Germany;Management Consulting;170.9;39.4;6192378;2286189;45;12;2016
Inventya;No;No;UK;Management Consulting;169.3;39.1;3040919;1057082;42;17;2010
FiloBlu;Yes;Yes;Italy;Management Consulting;165.2;38.4;75059097;28298000;195;134;2009
Nrse Workplace Management;Yes;No;Sweden;Management Consulting;161.7;37.8;4090020;1581234;85;38;2014
BV Bestseller Verlag;No;No;Germany;Management Consulting;158.3;37.2;19003996;7356003;35;35;2013
Auxiell;No;No;Italy;Management Consulting;155.0;36.6;7970410;3125789;46;21;2005
ASUC;No;No;Germany;Management Consulting;154.6;36.5;7089931;2784827;51;27;2009
eCo;No;No;Italy;Manufacturing;15048.1;433.1;61882913;408518;12;2;2015
Crafting Future;No;No;Germany;Manufacturing;3247.0;222.3;3916000;117000;12;3;2017
Fractory;No;No;Estonia;Manufacturing;2861.1;209.4;6538625;220818;61;9;2017
MarDruk Opakowania;Yes;No;Poland;Manufacturing;2279.3;187.6;5672088;254891;78;11;2015
Fermentalg;No;No;France;Manufacturing;2195.5;184.2;5647000;246000;62;59;2009
Roadlink;No;No;Italy;Manufacturing;1615.0;157.9;3783831;220637;3;3;2018
Ironcut;No;No;Italy;Manufacturing;1315.4;141.9;3386785;239274;16;1;2018
Moasure;No;No;UK;Manufacturing;983.5;121.3;4796936;414467;22;5;2014
Carlini Signal;No;No;Italy;Manufacturing;754.5;104.4;3919863;458735;18;3;1979
Vuba;No;No;UK;Manufacturing;541.8;85.8;11407489;1664110;35;6;2010
Plásticos Dão;Yes;No;Portugal;Manufacturing;521.6;83.9;2911905;468483;18;7;2012
sunextrusion;No;No;Germany;Manufacturing;489.3;80.6;12701382;2155498;40;17;2017
Schmidt Überdachungen;No;No;Germany;Manufacturing;410.7;72.2;7313000;1432000;33;5;2013
PURIZE Filters;No;No;Germany;Manufacturing;409.4;72.1;8353642;1640002;45;18;2017
Fundis;Yes;No;Germany;Manufacturing;352.1;65.3;13033000;2883000;61;2;2009
Zmt Hungary;No;No;Hungary;Manufacturing;309.4;60.0;3924121;1102555;99;32;2011
AEGL;No;No;France;Manufacturing;299.3;58.6;1609760;403176;12;5;2017
Falcor;Yes;No;Italy;Manufacturing;238.4;50.1;4643251;1372279;9;2;2017
Revesperfil;No;No;Portugal;Manufacturing;233.1;49.3;6755712;2028321;23;10;2006
Lazzari Macchine Utensili;No;No;Italy;Manufacturing;232.5;49.3;2747658;826261;10;1;2017
Reiss Haustechnik;No;No;Germany;Manufacturing;229.1;48.8;2032774;617589;11;4;2018
Zara Imballaggi;Yes;Yes;Italy;Manufacturing;225.1;48.1;4244968;1305569;6;4;1984
Next Turbo Technologies;Yes;Yes;Italy;Manufacturing;214.8;46.6;10928776;3472170;25;9;2014
Serpe;No;No;France;Manufacturing;203.1;44.7;51975383;17145419;779;188;1988
Inbrooll;Yes;No;Spain;Manufacturing;190.1;42.6;3498382;1206046;18;10;2013
Sitem;No;No;Italy;Manufacturing;182.9;41.4;7414556;2621102;49;15;2013
3Dprintuk;No;No;UK;Manufacturing;171.6;39.5;3814119;1314598;14;9;2011
Elvan;No;No;Greece;Manufacturing;169.6;39.2;16573246;6146340;40;31;1975
BIO-UV Group;Yes;No;France;Manufacturing;169.5;39.2;33462000;12415000;114;64;2000
Qeridoo;No;No;Germany;Manufacturing;169.2;39.1;21773000;8087000;45;20;2006
SI Silicone Innovation;Yes;Yes;Germany;Manufacturing;163.1;38.1;4558705;1732562;41;29;2015
Time;No;No;Italy;Manufacturing;157.4;37.0;3782451;1469710;19;6;1979
Otto Life Science Engineering;No;No;Germany;Mechanical & Plant Engineering;623.8;93.4;81160963;11213039;90;56;2017
Gpainnova;Yes;Yes;Spain;Mechanical & Plant Engineering;419.0;73.1;21992383;4237784;139;27;2013
Samont;Yes;Yes;Germany;Mechanical & Plant Engineering;365.9;67.0;30556545;6558542;121;86;2001
Exoes;No;No;France;Mechanical & Plant Engineering;365.4;67.0;3122449;670965;23;9;2009
Eco CO2;Yes;Yes;France;Mechanical & Plant Engineering;358.8;66.2;14750674;3215337;109;30;2009
IMeBIO;No;No;France;Mechanical & Plant Engineering;351.3;65.3;4282324;948887;10;6;2008
IB/E optics;No;No;Germany;Mechanical & Plant Engineering;348.6;64.9;12877441;2870451;50;25;1992
INperfektion;No;No;Germany;Mechanical & Plant Engineering;263.7;53.8;5401000;1485000;44;15;2017
Nord Est Elevatori;No;No;Italy;Mechanical & Plant Engineering;225.1;48.1;7685998;2363978;16;13;2010
Pasqualone;No;No;Italy;Mechanical & Plant Engineering;221.2;47.5;3901298;1214780;13;9;2010
Mabri Vision;No;No;Germany;Mechanical & Plant Engineering;212.4;46.2;3398438;1087707;32;13;2013
Lunos Slovenija;Yes;No;Slovenia;Mechanical & Plant Engineering;211.8;46.1;8211238;2633751;17;11;2010
Solutel;No;No;France;Mechanical & Plant Engineering;198.3;44.0;3262807;1093730;30;13;2004
Tecnomacchine;No;No;Italy;Mechanical & Plant Engineering;167.5;38.8;9177177;3430613;11;8;2014
Sirive;Yes;No;Italy;Mechanical & Plant Engineering;155.6;36.7;8379884;3278528;6;2;2017
G-ON;Yes;No;France;Mechanical & Plant Engineering;155.3;36.7;2620504;1026584;25;12;2016
OnlyFans;Yes;No;UK;Media & Telecommunications;7165.1;317.3;804825638;10371185;970;4;2016
Creation Live;No;No;UK;Media & Telecommunications;1182.6;134.1;7550870;551175;20;2;2017
PPC;No;No;Germany;Media & Telecommunications;763.5;105.2;31152613;3607611;89;74;2000
Agile Content;No;No;Spain;Media & Telecommunications;522.9;84.0;54945041;8820151;256;119;2007
Samy Alliance;Yes;Yes;Spain;Media & Telecommunications;419.5;73.2;34158130;6575600;285;31;2012
3J;No;No;Italy;Media & Telecommunications;387.3;69.5;2983226;612153;72;25;2017
Mubi;Yes;No;UK;Media & Telecommunications;349.0;65.0;35737532;7904094;161;34;2007
Huddly;No;No;Norway;Media & Telecommunications;338.0;63.6;33613048;7760722;103;51;2014
Master Group;No;No;Italy;Media & Telecommunications;268.8;54.5;10699051;2900971;43;12;2015
VoipVoice;No;No;Italy;Media & Telecommunications;263.3;53.7;7924052;2180985;29;17;2006
Woodrow;No;No;UK;Media & Telecommunications;244.0;51.0;1842062;501253;20;3;2018
Contents;No;No;Italy;Media & Telecommunications;234.5;49.6;2111460;631139;34;9;2016
Equativ;No;No;France;Media & Telecommunications;223.8;47.9;85337000;26351486;406;188;2005
Unidata;No;No;Italy;Media & Telecommunications;220.6;47.5;37001539;11541525;90;66;1985
Heloo;No;No;Croatia;Media & Telecommunications;219.5;47.3;12087854;3782830;215;25;2011
Conexio Télécom;Yes;No;France;Media & Telecommunications;215.5;46.7;2943546;932879;11;3;2017
greendevice business;No;No;Germany;Media & Telecommunications;181.5;41.2;2614342;928731;37;18;2016
Mobex;No;No;Germany;Media & Telecommunications;155.9;36.8;21022325;8215275;70;46;2000
Dante Labs;No;No;Italy;Pharmaceuticals & Cosmetics;4204.5;250.5;52110421;1210604;133;9;2016
Itaste Holding;No;No;Italy;Pharmaceuticals & Cosmetics;2263.3;187.0;9344526;395409;10;3;2017
NG Biotech;No;No;France;Pharmaceuticals & Cosmetics;1949.0;173.6;41676000;2034000;168;20;2012
Meds;No;No;Sweden;Pharmaceuticals & Cosmetics;1889.6;171.0;45754492;2327023;129;23;2018
Esserre Pharma;Yes;No;Italy;Pharmaceuticals & Cosmetics;662.6;96.8;3963919;519760;11;3;2013
Diatek;No;No;Italy;Pharmaceuticals & Cosmetics;641.3;95.0;15225545;2053846;7;5;1987
Sweetcare.Com;No;No;Portugal;Pharmaceuticals & Cosmetics;498.0;81.5;11900000;1990000;30;9;2006
T-Tex;No;No;Italy;Pharmaceuticals & Cosmetics;390.7;69.9;15409506;3140614;12;12;1981
4K;No;No;Italy;Pharmaceuticals & Cosmetics;349.9;65.1;3415189;759132;45;5;2016
Theras Biocare;Yes;Yes;Italy;Pharmaceuticals & Cosmetics;303.4;59.2;32140708;7966835;11;3;2013
Present More;No;No;Italy;Pharmaceuticals & Cosmetics;268.6;54.5;10694019;2901491;10;7;2003
Vitamail;No;No;Norway;Pharmaceuticals & Cosmetics;189.4;42.5;10614085;3709018;50;17;2009
Abacus Medicine Group;No;No;Denmark;Pharmaceuticals & Cosmetics;183.1;41.5;940740000;332347000;1052;449;2004
Innova HTS;Yes;No;Italy;Pharmaceuticals & Cosmetics;182.6;41.4;13731284;4858099;22;13;2014
ilverstream Technologies;No;No;UK;Professional Scientific & Technical Services;14488.7;426.4;17259314;118306;48;8;2010
Join Talent;No;No;UK;Professional Scientific & Technical Services;6389.9;301.9;8053778;116179;182;3;2018
Arbolus;No;No;UK;Professional Scientific & Technical Services;4025.9;245.5;4840758;109841;79;3;2017
Prosapient;No;No;UK;Professional Scientific & Technical Services;1431.0;148.3;23734856;1451375;183;25;2017
TRISCARI Gebäudereinigung;No;No;Germany;Professional Scientific & Technical Services;967.6;120.2;2483144;232601;76;26;2016
Ulrich Müller Wealth Academy;Yes;No;Germany;Professional Scientific & Technical Services;957.0;119.5;5201925;492156;9;3;2014
Bold Security Group;Yes;No;UK;Professional Scientific & Technical Services;952.1;119.1;23319609;2075030;161;31;2011
Comservice;Yes;No;Italy;Professional Scientific & Technical Services;706.5;100.5;2791709;346152;122;25;2014
One Lease;No;No;France;Professional Scientific & Technical Services;693.9;99.5;14267684;1797159;18;8;2016
Dialectica;Yes;Yes;UK;Professional Scientific & Technical Services;682.0;98.5;41215307;4934559;508;82;2015
Cloudrock Partners;No;No;UK;Professional Scientific & Technical Services;622.0;93.3;8659477;1122914;85;12;2017
Baltic Edelmetalle;No;No;Germany;Professional Scientific & Technical Services;572.7;88.8;4059772;603478;1;na;2017
ICPF;No;No;France;Professional Scientific & Technical Services;549.5;86.6;4450377;685155;40;15;1995
Vismederi;No;No;Italy;Professional Scientific & Technical Services;447.2;76.2;14439095;2638925;79;31;2009
Insuvia;No;No;Lithuania;Professional Scientific & Technical Services;423.4;73.6;1558351;297744;35;7;2014
Prometeo;Yes;No;Italy;Professional Scientific & Technical Services;420.8;73.3;6425951;1233862;11;7;2006
Kubrick;Yes;Yes;UK;Professional Scientific & Technical Services;420.4;73.3;59440805;10692640;898;169;2016
PJM Investment Akademie;No;No;Germany;Professional Scientific & Technical Services;417.1;72.9;11999512;2320706;10;1;2014
Inés Gress;No;No;Germany;Professional Scientific & Technical Services;381.1;68.8;2222748;461983;4;2;2007
Die Direktkontakter;Yes;No;Germany;Professional Scientific & Technical Services;332.7;63.0;2318980;535877;12;4;2016
BrandUp Group;Yes;Yes;Italy;Professional Scientific & Technical Services;319.5;61.3;5001158;1192054;6;2;2016
Euclyde Data Centers;No;No;France;Professional Scientific & Technical Services;299.9;58.7;6631980;1658307;23;18;2004
